2200	4400	533.6650814382836
2200	8800	831.1324819504604
2200	3285	783.9143197546884
2200	3280	940.5194435068622
2200	1099	856.1354892128265
2200	5499	600.5005933834639
2200	6560	775.6696593770978
2200	3290	684.2444163377236
2200	2199	462.546995303572
2200	5480	931.0053247030304
2200	2190	836.9379792836484
2200	2180	828.3488601485615
2200	6580	1190.769846739025
2200	7620	182.0392085765944
2200	40	859.1376027402475
2200	1125	769.4419646718894
2200	3320	4096.294263999137
2200	1120	1002.9904068926049
2200	8780	1545.5345725526731
2200	1150	1581.311363739216
2200	3299	1410.6151372573306
2200	1145	954.0666054350437
2200	4360	321.99986914547975
2200	60	2168.9548184426653
2200	7640	687.6684438020094
2200	8750	1004.7307721441135
2200	3200	390.35845569422315
2200	7600	1555.926320414004
2200	80	498.60219755859737
2200	1040	172.20436654328225
2200	7610	552.7118031139144
2200	2240	321.82898519247954
2200	6640	793.0539256859079
2200	8760	850.4964330760109
2200	5400	1014.0070322487229
2200	2299	769.1078965098548
2200	6600	177.47464660135236
2200	7560	769.6085337842327
2200	2290	169.59787829560062
2200	5399	1481.7280507351713
2200	1080	1291.8981720244055
2200	4420	714.4509195723286
2200	2281	879.3114628742698
2200	8720	1659.9524460511739
2200	8735	1621.5206267381081
2200	3240	736.9145463163406
2200	120	831.9736292994123
2200	5380	921.9496318997735
2200	3160	701.8544100121308
2200	8940	177.47685930274318
2200	6440	1590.1284732259812
2200	7520	887.7549707153212
2200	4520	393.85852455677247
2200	3150	865.9046774105433
2200	6450	1009.6554506215737
2200	5600	881.9940929087256
2200	1240	1191.8321691732738
2200	3199	440.9697042642353
2200	2099	484.7345060446493
2200	6400	1032.365570326203
2200	7500	1698.002919484901
2200	4499	1004.3762646149032
2200	5599	169.00190819839287
2200	160	855.7692262690306
2200	1260	869.9553303582462
2200	7490	941.7490222344229
2200	3180	708.9027646026036
2200	2080	748.3140363592955
2200	8920	72.82441790524481
2200	7510	1151.0877749839876
2200	4480	1583.3796922915178
2200	3099	973.9832572264411
2200	200	993.2871735618031
2200	4600	853.0653762708915
2200	1160	913.2489879363883
2200	5560	867.5659675200606
2200	199	711.6283418491555
2200	4599	803.799524390152
2200	7460	1655.0930613247226
2200	3080	200.67291564759338
2200	220	784.869478594754
2200	7480	1661.1332776609945
2200	7485	1687.920527751758
2200	2120	159.33445145430323
2200	6520	1089.70843799656
2200	8880	914.0082109999636
2200	5520	972.6599959029435
2200	2160	394.50970193655394
2200	8840	749.4684520080326
2200	3120	727.4946449940887
2200	4560	990.6000183395943
2200	1200	1010.5920625224288
2200	6480	994.9270718273917
2200	7440	2213.0144298709642
2200	240	801.0233742940901
2200	2440	355.6566160402263
2200	3520	330.3366990989395
2200	280	664.6367617986634
2200	6320	899.4562306715137
2200	9080	734.0951411082386
2200	1360	45.44145729546004
2200	4150	338.1614200075633
2200	5240	736.3126928431487
2200	1350	806.851071101451
2200	7400	1666.284396183795
2200	9040	464.43268766415326
2200	4099	603.2078573630745
2200	5199	717.2778936371066
2200	1400	212.7238636048527
2200	4100	1118.1149053826207
2200	1399	796.5360774372106
2200	5190	880.858699179329
2200	3560	698.1440597666356
2200	6280	584.730885735462
2200	7360	1705.6610497600739
2200	3580	494.6465980902797
2200	4120	1348.4096862072558
2200	299	2698.769398653907
2200	5200	694.2225512262478
2200	4199	1509.4482861637562
2200	1305	901.1335782106501
2200	5160	831.3711626275174
2200	1310	2222.5021714128407
2200	1299	1009.2635265537681
2200	2499	809.3946403351997
2200	4200	677.5895610328458
2200	2520	426.0938679467657
2200	320	777.4544508547224
2200	5170	1622.3957488406036
2200	3480	310.0636703314688
2200	1280	615.453251335867
2200	9000	553.4474073427272
2200	4160	1000.4639556993219
2200	6360	2207.8723308597
2200	380	2693.0161885306475
2200	5120	216.07684733135486
2200	7320	1551.4448584782363
2200	3500	65.96159823824696
2200	1320	513.7659184101759
2200	7299	2207.1932757798536
2200	8960	1242.6728192657647
2200	6340	1084.6171717919735
2200	5140	1169.0209594730545
2200	5350	972.8985361395637
2200	3400	516.5587103166484
2200	5345	1251.5719692690877
