statefips	superpuma	puma	countyfips	MSAPMSA	totPOP	pumapop	percentage	Stpuma
36	36084	3303	71	5660	350832	350832	1	3603303
36	36085	3400	119	5600	588258	588258	1	3603400
36	36082	3501	119	5600	391148	391148	1	3603501
36	36082	3502	119	5600	421989	421989	1	3603502
36	36085	3503	119	5600	472992	472992	1	3603503
36	36085	3504	119	5600	335868	335868	1	3603504
36	36085	3505	119	5600	551241	551241	1	3603505
36	36082	3506	79	5600	308892	308892	1	3603506
36	36084	3601	87	5600	389379	389379	1	3603601
36	36084	3602	87	5600	470880	470880	1	3603602
36	36091	3701	5	5600	433968	433968	1	3603701
36	36091	3702	5	5600	545976	545976	1	3603702
36	36091	3703	5	5600	446644	446644	1	3603703
36	36091	3704	5	5600	479840	479840	1	3603704
36	36092	3705	5	5600	566740	566740	1	3603705
36	36092	3706	5	5600	517452	517452	1	3603706
36	36092	3707	5	5600	535560	535560	1	3603707
36	36092	3708	5	5600	529780	529780	1	3603708
36	36091	3709	5	5600	701728	701728	1	3603709
36	36092	3710	5	5600	572912	572912	1	3603710
36	36101	3801	61	5600	864936	864936	1	3603801
36	36101	3802	61	5600	518132	518132	1	3603802
36	36101	3803	61	5600	436364	436364	1	3603803
36	36101	3804	61	5600	461732	461732	1	3603804
36	36103	3805	61	5600	868252	868252	1	3603805
36	36102	3806	61	5600	768852	768852	1	3603806
36	36102	3807	61	5600	488964	488964	1	3603807
36	36103	3808	61	5600	573764	573764	1	3603808
36	36103	3809	61	5600	665516	665516	1	3603809
36	36102	3810	61	5600	502268	502268	1	3603810
36	36130	3901	85	5600	611768	611768	1	3603901
36	36130	3902	85	5600	512708	512708	1	3603902
36	36130	3903	85	5600	650436	650436	1	3603903
36	36121	4001	47	5600	568392	568392	1	3604001
36	36121	4002	47	5600	482840	482840	1	3604002
36	36121	4003	47	5600	484216	484216	1	3604003
36	36122	4004	47	5600	460424	460424	1	3604004
36	36122	4005	47	5600	422220	422220	1	3604005
36	36123	4006	47	5600	492468	492468	1	3604006
36	36121	4007	47	5600	467160	467160	1	3604007
36	36124	4008	47	5600	587428	587428	1	3604008
36	36124	4009	47	5600	779344	779344	1	3604009
36	36123	4010	47	5600	581052	581052	1	3604010
36	36123	4011	47	5600	450680	450680	1	3604011
36	36122	4012	47	5600	557076	557076	1	3604012
36	36122	4013	47	5600	479484	479484	1	3604013
36	36125	4014	47	5600	634192	634192	1	3604014
36	36123	4015	47	5600	665260	665260	1	3604015
36	36124	4016	47	5600	597404	597404	1	3604016
36	36125	4017	47	5600	687112	687112	1	3604017
36	36125	4018	47	5600	464552	464552	1	3604018
36	36111	4101	81	5600	770756	770756	1	3604101
36	36111	4102	81	5600	725480	725480	1	3604102
36	36112	4103	81	5600	974760	974760	1	3604103
36	36112	4104	81	5600	466996	466996	1	3604104
36	36113	4105	81	5600	785712	785712	1	3604105
36	36112	4106	81	5600	594848	594848	1	3604106
36	36111	4107	81	5600	568088	568088	1	3604107
36	36114	4108	81	5600	453688	453688	1	3604108
36	36111	4109	81	5600	520664	520664	1	3604109
36	36114	4110	81	5600	668804	668804	1	3604110
36	36114	4111	81	5600	572480	572480	1	3604111
36	36113	4112	81	5600	875972	875972	1	3604112
36	36114	4113	81	5600	512316	512316	1	3604113
36	36113	4114	81	5600	426952	426952	1	3604114
36	36141	4201	59	5380	334698	334698	1	3604201
36	36141	4202	59	5380	368570	368570	1	3604202
36	36141	4203	59	5380	318089	318089	1	3604203
36	36141	4204	59	5380	339430	339430	1	3604204
36	36143	4205	59	5380	336435	336435	1	3604205
36	36142	4206	59	5380	420679	420679	1	3604206
36	36142	4207	59	5380	345063	345063	1	3604207
36	36142	4208	59	5380	306992	306992	1	3604208
36	36142	4209	59	5380	317670	317670	1	3604209
36	36143	4210	59	5380	314850	314850	1	3604210
36	36143	4211	59	5380	338179	338179	1	3604211
36	36143	4212	59	5380	319995	319995	1	3604212
36	36151	4301	103	5380	585867	585867	1	3604301
36	36151	4302	103	5380	347145	347145	1	3604302
36	36151	4303	103	5380	347356	347356	1	3604303
36	36153	4304	103	5380	376326	376326	1	3604304
36	36153	4305	103	5380	357113	357113	1	3604305
36	36153	4306	103	5380	377897	377897	1	3604306
36	36153	4307	103	5380	336240	336240	1	3604307
36	36152	4308	103	5380	321553	321553	1	3604308
36	36152	4309	103	5380	346972	346972	1	3604309
36	36152	4310	103	5380	322221	322221	1	3604310
36	36152	4311	103	5380	333566	333566	1	3604311
36	36152	4312	103	5380	329367	329367	1	3604312
37	37010	100	39	9999	341998	341998	1	3700100
37	37010	201	21	480	325495	325495	1	3700201
37	37010	202	21	480	306013	306013	1	3700202
37	37010	300	89	9999	237014	237014	1	3700300
37	37020	400	45	9999	439322	439322	1	3700400
37	37010	500	9	9999	235414	235414	1	3700500
37	37010	600	5	9999	295056	295056	1	3700600
37	37020	700	35	3290	283370	283370	1	3700700
37	37020	800	3	3290	400332	400332	1	3700800
37	37040	901	119	1520	300714	300714	1	3700901
37	37040	902	119	1520	308154	308154	1	3700902
37	37040	903	119	1520	310224	310224	1	3700903
37	37040	904	119	1520	301995	301995	1	3700904
37	37040	905	119	1520	401397	401397	1	3700905
37	37040	1000	119	1520	309252	309252	1	3701000
37	37030	1100	71	1520	508290	508290	1	3701100
37	37030	1200	159	1520	260680	260680	1	3701200
37	37030	1300	25	1520	262126	262126	1	3701300
37	37030	1400	179	1520	247354	247354	1	3701400
37	37030	1500	97	9999	245320	245320	1	3701500
37	37060	1601	81	3120	314946	314946	1	3701601
37	37060	1602	81	3120	356727	356727	1	3701602
37	37060	1700	81	3120	394314	394314	1	3701700
37	37060	1800	67	3120	371552	371552	1	3701800
37	37060	1900	67	3120	240582	240582	1	3701900
37	37050	2000	151	3120	260908	260908	1	3702000
37	37050	2100	59	3120	231788	231788	1	3702100
37	37050	2200	57	3120	294492	294492	1	3702200
37	37050	2300	1	3120	261600	261600	1	3702300
37	37080	2400	33	9999	302104	302104	1	3702400
37	37070	2500	7	9999	220394	220394	1	3702500
37	37100	2601	183	6640	416523	416523	1	3702601
37	37100	2602	63	6640	411756	411756	1	3702602
37	37100	2701	183	6640	322890	322890	1	3702701
37	37100	2702	183	6640	334306	334306	1	3702702
37	37100	2703	183	6640	330262	330262	1	3702703
37	37080	2801	63	6640	339705	339705	1	3702801
37	37080	2802	63	6640	327318	327318	1	3702802
37	37080	2900	37	6640	335112	335112	1	3702900
37	37090	3000	69	6640	338450	338450	1	3703000
37	37090	3100	85	9999	280130	280130	1	3703100
37	37110	3200	61	9999	218448	218448	1	3703200
37	37090	3300	77	9999	222848	222848	1	3703300
37	37130	3400	65	6895	286052	286052	1	3703400
37	37140	3500	83	9999	204114	204114	1	3703500
37	37110	3600	51	2560	242030	242030	1	3703600
37	37110	3700	51	2560	363896	363896	1	3703700
37	37070	3800	155	9999	246678	246678	1	3703800
37	37070	3900	93	9999	381954	381954	1	3703900
37	37120	4000	19	9200	466900	466900	1	3704000
37	37120	4100	17	9999	256218	256218	1	3704100
37	37120	4200	133	3605	300710	300710	1	3704200
37	37110	4300	191	2980	226658	226658	1	3704300
37	37130	4400	79	9999	304872	304872	1	3704400
37	37140	4500	31	9999	322400	322400	1	3704500
37	37130	4600	147	3150	267596	267596	1	3704600
37	37140	4700	13	9999	206516	206516	1	3704700
37	37140	4800	53	5720	36380	300094	0.121228682	3704800
37	37140	4800	29	9999	263714	300094	0.878771318	3704800
38	38100	100	59	1010	75909	327129	0.232046074	3800100
38	38100	100	1	9999	251220	327129	0.767953926	3800100
38	38100	200	15	1010	208248	584946	0.35601235	3800200
38	38100	200	9	9999	376698	584946	0.64398765	3800200
38	38100	300	3	9999	340512	340512	1	3800300
38	38100	400	17	2520	369414	369414	1	3800400
38	38100	500	35	2985	198327	304599	0.651108507	3800500
38	38100	500	63	9999	106272	304599	0.348891493	3800500
39	39010	100	39	9999	323694	323694	1	3900100
39	39020	201	51	8400	471930	471930	1	3900201
39	39020	202	95	8400	441822	441822	1	3900202
39	39020	301	95	8400	405828	405828	1	3900301
39	39020	302	95	8400	444952	444952	1	3900302
39	39020	303	95	8400	403696	403696	1	3900303
39	39030	400	43	9999	546984	546984	1	3900400
39	39050	501	93	1680	482721	482721	1	3900501
39	39050	502	93	1680	462592	462592	1	3900502
39	39061	601	35	1680	371491	371491	1	3900601
39	39061	602	35	1680	389888	389888	1	3900602
39	39062	603	35	1680	419764	419764	1	3900603
39	39061	604	35	1680	357051	357051	1	3900604
39	39061	605	35	1680	376869	376869	1	3900605
39	39062	606	35	1680	411744	411744	1	3900606
39	39062	607	35	1680	550459	550459	1	3900607
39	39062	608	35	1680	535656	535656	1	3900608
39	39063	609	35	1680	324975	324975	1	3900609
39	39063	610	35	1680	319740	319740	1	3900610
39	39063	611	35	1680	304032	304032	1	3900611
39	39063	612	35	1680	306630	306630	1	3900612
39	39070	701	85	1680	317564	317564	1	3900701
39	39070	702	85	1680	360035	360035	1	3900702
39	39070	703	55	1680	327897	327897	1	3900703
39	39070	800	7	1680	308184	308184	1	3900800
39	39080	901	99	9320	422503	422503	1	3900901
39	39080	902	155	9320	388896	388896	1	3900902
39	39080	903	99	9320	331582	331582	1	3900903
39	39080	904	99	9320	348000	348000	1	3900904
39	39090	1000	133	80	456183	456183	1	3901000
39	39090	1101	153	80	306633	306633	1	3901101
39	39090	1102	153	80	366327	366327	1	3901102
39	39090	1103	153	80	334940	334940	1	3901103
39	39090	1201	153	80	442648	442648	1	3901201
39	39090	1202	153	80	425648	425648	1	3901202
39	39050	1300	103	1680	453285	453285	1	3901300
39	39040	1400	5	9999	336030	336030	1	3901400
39	39030	1500	63	9999	458658	458658	1	3901500
39	39010	1600	107	9999	376806	376806	1	3901600
39	39010	1700	3	4320	465252	465252	1	3901700
39	39010	1800	21	9999	350520	350520	1	3901800
39	39030	1900	33	4800	140898	434433	0.324326191	3901900
39	39030	1900	101	9999	293535	434433	0.675673809	3901900
39	39040	2000	139	4800	386556	386556	1	3902000
39	39040	2100	169	9999	334692	334692	1	3902100
39	39100	2201	151	1320	473010	473010	1	3902201
39	39100	2202	151	1320	525503	525503	1	3902202
39	39100	2203	19	1320	396507	396507	1	3902203
39	39110	2300	29	9320	336225	336225	1	3902300
39	39110	2400	81	8080	221682	432360	0.512725507	3902400
39	39110	2400	13	9000	210678	432360	0.487274493	3902400
39	39110	2500	59	9999	442686	442686	1	3902500
39	39040	2600	31	9999	390294	390294	1	3902600
39	39130	2700	41	1840	329967	329967	1	3902700
39	39130	2800	97	1840	278820	401547	0.694364545	3902800
39	39130	2800	159	9999	122727	401547	0.305635455	3902800
39	39150	2900	37	9999	430668	430668	1	3902900
39	39150	3001	23	2000	312110	312110	1	3903001
39	39150	3002	23	2000	429253	429253	1	3903002
39	39141	3101	49	1840	382773	382773	1	3903101
39	39141	3102	49	1840	500105	500105	1	3903102
39	39142	3103	49	1840	408987	408987	1	3903103
39	39142	3104	49	1840	573580	573580	1	3903104
39	39142	3105	49	1840	569604	569604	1	3903105
39	39142	3106	49	1840	447764	447764	1	3903106
39	39142	3107	49	1840	383379	383379	1	3903107
39	39141	3108	49	1840	407761	407761	1	3903108
39	39141	3109	49	1840	373952	373952	1	3903109
39	39130	3200	89	1840	436473	436473	1	3903200
39	39130	3300	45	1840	368277	368277	1	3903300
39	39120	3400	119	9999	355989	355989	1	3903400
39	39120	3500	167	6020	189753	322158	0.589006016	3903500
39	39120	3500	111	9999	132405	322158	0.410993984	3903500
39	39120	3600	9	9999	379026	379026	1	3903600
39	39172	3700	131	9999	303120	303120	1	3903700
39	39172	3800	27	9999	329553	329553	1	3903800
39	39150	3900	57	2000	443658	443658	1	3903900
39	39160	4000	113	2000	498537	498537	1	3904000
39	39160	4101	113	2000	395213	395213	1	3904101
39	39160	4102	113	2000	387581	387581	1	3904102
39	39160	4103	113	2000	494166	494166	1	3904103
39	39171	4200	165	1640	475149	475149	1	3904200
39	39171	4301	17	3200	412713	412713	1	3904301
39	39171	4302	17	3200	648651	648651	1	3904302
39	39180	4401	61	1640	367730	367730	1	3904401
39	39180	4402	61	1640	518696	518696	1	3904402
39	39180	4403	61	1640	455653	455653	1	3904403
39	39180	4404	61	1640	352147	352147	1	3904404
39	39180	4501	61	1640	494228	494228	1	3904501
39	39180	4502	61	1640	418848	418848	1	3904502
39	39180	4503	61	1640	412064	412064	1	3904503
39	39171	4601	25	1640	339905	339905	1	3904601
39	39172	4602	15	1640	347449	347449	1	3904602
39	39172	4700	1	9999	319575	319575	1	3904700
39	39120	4800	87	3400	186957	378087	0.494481429	3904800
39	39120	4800	53	9999	191130	378087	0.505518571	3904800
40	40100	100	3	9999	227526	227526	1	4000100
40	40100	200	47	2340	115626	234608	0.492847644	4000200
40	40100	200	71	9999	118982	234608	0.507152356	4000200
40	40100	300	9	9999	217790	217790	1	4000300
40	40100	400	31	4200	229992	422094	0.544883367	4000400
40	40100	400	15	9999	192102	422094	0.455116633	4000400
40	40300	500	5	9999	419138	419138	1	4000500
40	40300	600	37	8560	212348	483676	0.439029433	4000600
40	40300	600	63	9999	271328	483676	0.560970567	4000600
40	40500	700	23	9999	351914	351914	1	4000700
40	40500	800	135	2720	77944	462246	0.168620172	4000800
40	40500	800	1	9999	384302	462246	0.831379828	4000800
40	40500	900	35	9999	366310	366310	1	4000900
40	40400	1000	131	8560	256264	256264	1	4001000
40	40400	1100	113	8560	786098	786098	1	4001100
40	40400	1200	143	8560	351760	351760	1	4001200
40	40201	1301	109	5880	823890	823890	1	4001301
40	40201	1302	17	5880	620872	620872	1	4001302
40	40202	1400	109	5880	455900	455900	1	4001400
40	40202	1500	27	5880	321490	321490	1	4001500
40	40202	1600	83	5880	198786	262946	0.755995528	4001600
40	40202	1600	81	9999	64160	262946	0.244004472	4001600
40	40202	1700	17	5880	178252	269284	0.661947981	4001700
40	40202	1700	51	9999	91032	269284	0.338052019	4001700
41	41100	100	1	9999	238090	238090	1	4100100
41	41100	200	13	9999	213438	213438	1	4100200
41	41100	300	25	9999	220842	220842	1	4100300
41	41100	400	17	9999	230734	230734	1	4100400
41	41200	500	9	6440	87120	295862	0.294461607	4100500
41	41200	500	7	9999	208742	295862	0.705538393	4100500
41	41200	600	3	1890	156306	362444	0.431255587	4100600
41	41200	600	43	9999	206138	362444	0.568744413	4100600
41	41200	701	39	2400	295471	295471	1	4100701
41	41200	702	39	2400	640152	640152	1	4100702
41	41300	800	11	9999	319284	319284	1	4100800
41	41300	900	29	4890	362538	362538	1	4100900
41	41300	1000	19	9999	200798	200798	1	4101000
41	41400	1101	47	7080	508380	508380	1	4101101
41	41400	1102	47	7080	290627	290627	1	4101102
41	41400	1200	71	6440	169984	294744	0.576717423	4101200
41	41400	1200	53	7080	124760	294744	0.423282577	4101200
41	41501	1301	51	6440	303591	303591	1	4101301
41	41501	1302	51	6440	318840	318840	1	4101302
41	41501	1303	51	6440	303228	303228	1	4101303
41	41501	1304	51	6440	316935	316935	1	4101304
41	41501	1305	51	6440	330828	330828	1	4101305
41	41502	1306	51	6440	344563	344563	1	4101306
41	41502	1307	5	6440	296026	296026	1	4101307
41	41502	1308	5	6440	285735	285735	1	4101308
41	41502	1309	5	6440	262441	262441	1	4101309
41	41503	1310	5	6440	249519	249519	1	4101310
41	41503	1311	51	6440	395512	395512	1	4101311
41	41503	1312	67	6440	288770	288770	1	4101312
41	41503	1313	67	6440	255225	255225	1	4101313
42	42010	100	49	2360	311151	311151	1	4200100
42	42010	200	49	2360	531378	531378	1	4200200
42	42010	300	39	9999	402687	402687	1	4200300
42	42020	400	23	9999	315306	315306	1	4200400
42	42030	500	15	9999	332070	332070	1	4200500
42	42030	600	103	5660	138906	408786	0.339801265	4200600
42	42030	600	115	9999	269880	408786	0.660198735	4200600
42	42030	700	89	9999	416061	416061	1	4200700
42	42040	801	69	7560	333843	333843	1	4200801
42	42040	802	69	7560	390282	390282	1	4200802
42	42040	901	79	7560	330555	330555	1	4200901
42	42040	902	79	7560	340224	340224	1	4200902
42	42040	903	37	7560	479424	479424	1	4200903
42	42030	1000	81	9140	360132	360132	1	4201000
42	42130	1100	93	9999	338376	338376	1	4201100
42	42020	1200	35	9999	559173	559173	1	4201200
42	42020	1300	27	8050	407274	407274	1	4201300
42	42050	1400	33	9999	387942	387942	1	4201400
42	42050	1500	31	9999	312828	312828	1	4201500
42	42050	1600	85	7610	360879	360879	1	4201600
42	42071	1701	3	6280	438216	438216	1	4201701
42	42072	1702	3	6280	410844	410844	1	4201702
42	42073	1703	3	6280	489192	489192	1	4201703
42	42071	1801	3	6280	443047	443047	1	4201801
42	42071	1802	3	6280	318161	318161	1	4201802
42	42071	1803	3	6280	390775	390775	1	4201803
42	42072	1804	3	6280	582420	582420	1	4201804
42	42073	1805	3	6280	383866	383866	1	4201805
42	42073	1806	3	6280	336336	336336	1	4201806
42	42072	1807	3	6280	448855	448855	1	4201807
42	42060	1900	19	6280	522249	522249	1	4201900
42	42060	2001	7	6280	53955	337884	0.159684981	4202001
42	42060	2001	73	9999	283929	337884	0.840315019	4202001
42	42060	2002	7	6280	490281	490281	1	4202002
42	42080	2101	129	6280	311822	311822	1	4202101
42	42080	2102	129	6280	507374	507374	1	4202102
42	42080	2103	129	6280	330828	330828	1	4202103
42	42073	2201	125	6280	427902	427902	1	4202201
42	42073	2202	125	6280	180789	302805	0.597047605	4202202
42	42073	2202	59	9999	122016	302805	0.402952395	4202202
42	42080	2300	51	6280	445932	445932	1	4202300
42	42050	2400	5	9999	485991	485991	1	4202400
42	42090	2501	21	3680	396774	396774	1	4202501
42	42090	2502	21	3680	301089	301089	1	4202502
42	42090	2600	13	280	387432	387432	1	4202600
42	42090	2700	9	9999	329493	329493	1	4202700
42	42110	2801	1	9999	337395	337395	1	4202801
42	42110	2802	55	9999	324420	324420	1	4202802
42	42100	2900	75	3240	360981	360981	1	4202900
42	42100	3001	43	3240	412817	412817	1	4203001
42	42100	3002	43	3240	365226	365226	1	4203002
42	42100	3101	41	3240	390315	390315	1	4203101
42	42100	3102	41	3240	381513	381513	1	4203102
42	42110	3201	133	9280	321945	321945	1	4203201
42	42110	3202	133	9280	506665	506665	1	4203202
42	42110	3203	133	9280	322294	322294	1	4203203
42	42120	3301	71	4000	520978	520978	1	4203301
42	42120	3302	71	4000	448042	448042	1	4203302
42	42120	3303	71	4000	493149	493149	1	4203303
42	42130	3401	11	6680	590301	590301	1	4203401
42	42130	3402	11	6680	530613	530613	1	4203402
42	42130	3500	107	9999	451008	451008	1	4203500
42	42140	3600	77	240	319896	319896	1	4203600
42	42140	3701	77	240	458007	458007	1	4203701
42	42140	3702	25	240	334773	334773	1	4203702
42	42140	3801	95	240	433831	433831	1	4203801
42	42140	3802	95	240	445930	445930	1	4203802
42	42160	3901	17	6160	601878	601878	1	4203901
42	42160	3902	17	6160	450432	450432	1	4203902
42	42160	3903	17	6160	397380	397380	1	4203903
42	42160	3904	17	6160	371634	371634	1	4203904
42	42170	4001	91	6160	336670	336670	1	4204001
42	42170	4002	91	6160	475869	475869	1	4204002
42	42170	4003	91	6160	465897	465897	1	4204003
42	42170	4004	91	6160	335597	335597	1	4204004
42	42170	4005	91	6160	377972	377972	1	4204005
42	42170	4006	91	6160	324469	324469	1	4204006
42	42151	4101	101	6160	632492	632492	1	4204101
42	42151	4102	101	6160	508304	508304	1	4204102
42	42151	4103	101	6160	459156	459156	1	4204103
42	42151	4104	101	6160	686152	686152	1	4204104
42	42152	4105	101	6160	668880	668880	1	4204105
42	42152	4106	101	6160	566880	566880	1	4204106
42	42152	4107	101	6160	464464	464464	1	4204107
42	42153	4108	101	6160	522184	522184	1	4204108
42	42153	4109	101	6160	440972	440972	1	4204109
42	42153	4110	101	6160	503516	503516	1	4204110
42	42153	4111	101	6160	617200	617200	1	4204111
42	42190	4201	45	6160	392565	392565	1	4204201
42	42190	4202	45	6160	497674	497674	1	4204202
42	42190	4203	45	6160	499789	499789	1	4204203
42	42190	4204	45	6160	335542	335542	1	4204204
42	42180	4301	29	6160	424331	424331	1	4204301
42	42180	4302	29	6160	507134	507134	1	4204302
42	42180	4303	29	6160	394217	394217	1	4204303
44	44100	100	7	6480	520854	520854	1	4400100
44	44100	200	7	6480	468456	468456	1	4400200
44	44100	300	7	6480	344391	344391	1	4400300
44	44100	400	7	6480	531105	531105	1	4400400
44	44200	500	1	6480	225369	408243	0.552046208	4400500
44	44200	500	5	9999	182874	408243	0.447953792	4400500
44	44200	600	3	6480	501270	501270	1	4400600
44	44200	700	9	5520	92406	370638	0.249316044	4400700
44	44200	700	9	6480	275202	370638	0.742508863	4400700
44	44200	700	9	9999	3030	370638	0.008175093	4400700
45	45100	100	77	3160	221514	353944	0.625844766	4500100
45	45100	100	73	9999	132430	353944	0.374155234	4500100
45	45100	201	45	3160	537948	537948	1	4500201
45	45100	202	45	3160	406423	406423	1	4500202
45	45200	301	83	3160	287371	287371	1	4500301
45	45200	302	83	3160	389203	389203	1	4500302
45	45200	400	21	3160	105074	232972	0.451015573	4500400
45	45200	400	23	9999	127898	232972	0.548984427	4500400
45	45200	500	91	1520	329228	329228	1	4500500
45	45200	600	39	9999	258258	258258	1	4500600
45	45500	700	7	3160	331480	331480	1	4500700
45	45500	800	37	600	49190	292344	0.168260679	4500800
45	45500	800	1	9999	243154	292344	0.831739321	4500800
45	45500	900	3	600	285104	285104	1	4500900
45	45400	1001	63	1760	271788	271788	1	4501001
45	45400	1002	63	1760	312250	312250	1	4501002
45	45400	1100	63	1760	232556	232556	1	4501100
45	45400	1200	79	1760	409602	409602	1	4501200
45	45300	1300	25	9999	353770	353770	1	4501300
45	45300	1400	31	9999	253868	253868	1	4501400
45	45800	1500	51	5330	393258	393258	1	4501500
45	45800	1600	41	2655	251522	322454	0.780024438	4501600
45	45800	1600	67	9999	70932	322454	0.219975562	4501600
45	45300	1700	85	8140	209292	209292	1	4501700
45	45600	1800	5	9999	359000	359000	1	4501800
45	45600	1900	13	9999	283230	283230	1	4501900
45	45600	2000	35	1440	192826	269354	0.715883187	4502000
45	45600	2000	29	9999	76528	269354	0.284116813	4502000
45	45700	2101	19	1440	465811	465811	1	4502101
45	45700	2102	19	1440	316286	316286	1	4502102
45	45700	2200	15	1440	285302	285302	1	4502200
45	45800	2300	27	9999	251032	251032	1	4502300
46	46100	100	103	6660	265695	331101	0.802459068	4600100
46	46100	100	81	9999	65406	331101	0.197540932	4600100
46	46100	200	7	9999	304944	304944	1	4600200
46	46100	300	5	9999	313497	313497	1	4600300
46	46100	400	11	9999	325641	325641	1	4600400
46	46100	500	3	9999	302247	302247	1	4600500
46	46100	600	83	7760	145311	315177	0.461045698	4600600
46	46100	600	27	9999	169866	315177	0.538954302	4600600
46	46100	700	83	7760	371925	371925	1	4600700
47	47010	100	33	9999	350524	350524	1	4700100
47	47090	200	5	9999	231028	231028	1	4700200
47	47020	300	125	1660	269536	269536	1	4700300
47	47020	400	21	5360	267002	267002	1	4700400
47	47020	501	165	5360	314991	314991	1	4700501
47	47020	502	165	5360	229449	229449	1	4700502
47	47030	600	15	9999	360076	360076	1	4700600
47	47030	700	13	9999	234772	234772	1	4700700
47	47040	801	163	3660	268794	268794	1	4700801
47	47040	802	73	3660	246392	246392	1	4700802
47	47040	900	19	3660	148818	309634	0.480625513	4700900
47	47040	900	59	9999	160816	309634	0.519374487	4700900
47	47040	1000	179	3660	214396	214396	1	4701000
47	47050	1100	29	9999	224704	224704	1	4701100
47	47050	1200	155	3840	142340	230928	0.616382595	4701200
47	47050	1200	89	9999	88588	230928	0.383617405	4701200
47	47060	1301	93	3840	563897	563897	1	4701301
47	47060	1302	1	3840	218968	218968	1	4701302
47	47060	1400	93	3840	347780	347780	1	4701400
47	47050	1500	9	3840	211646	211646	1	4701500
47	47050	1600	105	3840	78172	259914	0.300761021	4701600
47	47050	1600	123	9999	181742	259914	0.699238979	4701600
47	47070	1700	11	9999	306060	306060	1	4701700
47	47070	1800	65	1560	311108	311108	1	4701800
47	47070	1900	65	1560	304684	304684	1	4701900
47	47070	2000	115	1560	55552	210662	0.263702044	4702000
47	47070	2000	7	9999	155110	210662	0.736297956	4702000
47	47030	2100	35	9999	264438	264438	1	4702100
47	47081	2201	37	5360	355214	355214	1	4702201
47	47081	2202	37	5360	297409	297409	1	4702202
47	47081	2203	37	5360	380602	380602	1	4702203
47	47081	2204	37	5360	341877	341877	1	4702204
47	47082	2205	37	5360	310204	310204	1	4702205
47	47082	2300	149	5360	364046	364046	1	4702300
47	47082	2400	187	5360	253276	253276	1	4702400
47	47090	2500	31	9999	248728	248728	1	4702500
47	47090	2600	3	9999	267702	267702	1	4702600
47	47090	2700	55	9999	255016	255016	1	4702700
47	47010	2800	39	9999	270772	270772	1	4702800
47	47010	2900	23	3580	214754	214754	1	4702900
47	47101	3000	47	4920	160154	214356	0.747140271	4703000
47	47101	3000	97	9999	54202	214356	0.252859729	4703000
47	47102	3101	157	4920	496236	496236	1	4703101
47	47102	3102	157	4920	393060	393060	1	4703102
47	47101	3103	157	4920	383847	383847	1	4703103
47	47102	3104	157	4920	362046	362046	1	4703104
47	47102	3105	157	4920	315111	315111	1	4703105
47	47101	3201	157	4920	368629	368629	1	4703201
47	47101	3202	157	4920	243860	243860	1	4703202
48	48010	100	11	9999	370008	370008	1	4800100
48	48010	200	375	320	227092	227092	1	4800200
48	48010	300	381	320	208624	208624	1	4800300
48	48020	400	17	9999	270486	270486	1	4800400
48	48020	501	303	4600	329655	329655	1	4800501
48	48020	502	303	4600	355165	355165	1	4800502
48	48020	600	9	9080	17708	291496	0.06074869	4800600
48	48020	600	23	9999	273788	291496	0.93925131	4800600
48	48020	700	485	9080	263328	263328	1	4800700
48	48030	800	181	7640	221190	293916	0.752561956	4800800
48	48030	800	97	9999	72726	293916	0.247438044	4800800
48	48030	900	231	1920	153192	215676	0.710287654	4800900
48	48030	900	147	9999	62484	215676	0.289712346	4800900
48	48030	1000	119	9999	301448	301448	1	4801000
48	48030	1100	37	8360	178612	239488	0.745807723	4801100
48	48030	1100	67	9999	60876	239488	0.254192277	4801100
48	48040	1200	459	4420	70582	303624	0.232465154	4801200
48	48040	1200	63	9999	233042	303624	0.767534846	4801200
48	48040	1300	183	4420	346978	346978	1	4801300
48	48040	1400	423	8640	349412	349412	1	4801400
48	48050	1500	73	9999	233574	233574	1	4801500
48	48060	1600	241	9999	232372	232372	1	4801600
48	48050	1700	5	9999	278666	278666	1	4801700
48	48070	1800	213	1920	146554	256772	0.570755378	4801800
48	48070	1800	1	9999	110218	256772	0.429244622	4801800
48	48160	1900	145	9999	271878	271878	1	4801900
48	48070	2000	257	1920	228786	228786	1	4802000
48	48080	2101	85	1920	313351	313351	1	4802101
48	48080	2102	85	1920	334676	334676	1	4802102
48	48080	2103	85	1920	337203	337203	1	4802103
48	48080	2104	85	1920	322476	322476	1	4802104
48	48090	2201	121	1920	644527	644527	1	4802201
48	48090	2202	121	1920	487643	487643	1	4802202
48	48101	2301	113	1920	307677	307677	1	4802301
48	48101	2302	113	1920	406179	406179	1	4802302
48	48103	2303	113	1920	416178	416178	1	4802303
48	48103	2304	113	1920	525741	525741	1	4802304
48	48102	2305	113	1920	384150	384150	1	4802305
48	48102	2306	113	1920	586776	586776	1	4802306
48	48101	2307	113	1920	418515	418515	1	4802307
48	48101	2308	113	1920	453666	453666	1	4802308
48	48102	2309	113	1920	343089	343089	1	4802309
48	48102	2310	113	1920	317094	317094	1	4802310
48	48104	2311	113	1920	383230	383230	1	4802311
48	48103	2312	113	1920	280502	280502	1	4802312
48	48104	2313	113	1920	217406	217406	1	4802313
48	48102	2314	113	1920	424228	424228	1	4802314
48	48104	2315	113	1920	546182	546182	1	4802315
48	48070	2400	139	1920	222720	222720	1	4802400
48	48111	2501	439	2800	367878	367878	1	4802501
