statefips	superpuma	puma	countyfips	MSAPMSA	totPOP	pumapop	percentage	Stpuma
48	48111	2502	439	2800	381357	381357	1	4802502
48	48112	2503	439	2800	563673	563673	1	4802503
48	48113	2504	439	2800	488481	488481	1	4802504
48	48111	2505	439	2800	467259	467259	1	4802505
48	48112	2506	439	2800	543925	543925	1	4802506
48	48111	2507	439	2800	381182	381182	1	4802507
48	48112	2508	439	2800	216572	216572	1	4802508
48	48113	2509	439	2800	362063	362063	1	4802509
48	48113	2510	439	2800	297679	297679	1	4802510
48	48113	2511	367	2800	216633	216633	1	4802511
48	48070	2600	251	2800	253622	253622	1	4802600
48	48120	2700	221	2800	82200	286684	0.286726849	4802700
48	48120	2700	35	9999	204484	286684	0.713273151	4802700
48	48120	2800	151	9999	234974	234974	1	4802800
48	48120	2900	441	40	253110	253110	1	4802900
48	48120	3000	451	7200	208020	215748	0.964180433	4803000
48	48120	3000	81	9999	7728	215748	0.035819567	4803000
48	48130	3100	33	9999	221460	221460	1	4803100
48	48130	3200	329	5800	232018	232018	1	4803200
48	48130	3300	135	5800	242246	242246	1	4803300
48	48130	3400	3	9999	210678	210678	1	4803400
48	48140	3501	141	2320	302724	302724	1	4803501
48	48140	3502	141	2320	355992	355992	1	4803502
48	48140	3503	141	2320	314346	314346	1	4803503
48	48140	3504	141	2320	458678	458678	1	4803504
48	48140	3505	141	2320	491166	491166	1	4803505
48	48150	3600	31	9999	287692	287692	1	4803600
48	48150	3701	27	3810	289745	289745	1	4803701
48	48150	3702	27	3810	319773	319773	1	4803702
48	48150	3703	27	3810	207781	207781	1	4803703
48	48160	3801	309	8800	305717	305717	1	4803801
48	48160	3802	309	8800	295119	295119	1	4803802
48	48160	3900	15	9999	276520	276520	1	4803900
48	48160	4000	41	1260	304830	304830	1	4804000
48	48050	4100	225	9999	324202	324202	1	4804100
48	48060	4200	199	840	266078	266078	1	4804200
48	48060	4300	245	840	227732	227732	1	4804300
48	48060	4400	245	840	276370	276370	1	4804400
48	48170	4501	339	3360	336027	336027	1	4804501
48	48170	4502	71	3360	429918	429918	1	4804502
48	48170	4503	339	3360	296187	296187	1	4804503
48	48181	4601	201	3360	383982	383982	1	4804601
48	48181	4602	201	3360	440898	440898	1	4804602
48	48182	4603	201	3360	336720	336720	1	4804603
48	48183	4604	201	3360	395697	395697	1	4804604
48	48182	4605	201	3360	365643	365643	1	4804605
48	48182	4606	201	3360	400797	400797	1	4804606
48	48183	4607	201	3360	407427	407427	1	4804607
48	48184	4608	201	3360	338856	338856	1	4804608
48	48184	4609	201	3360	370956	370956	1	4804609
48	48183	4610	201	3360	373227	373227	1	4804610
48	48181	4611	201	3360	399462	399462	1	4804611
48	48185	4612	201	3360	356535	356535	1	4804612
48	48183	4613	201	3360	397191	397191	1	4804613
48	48186	4614	201	3360	362417	362417	1	4804614
48	48182	4615	201	3360	438894	438894	1	4804615
48	48187	4616	201	3360	373602	373602	1	4804616
48	48187	4617	201	3360	443586	443586	1	4804617
48	48185	4618	201	3360	487661	487661	1	4804618
48	48185	4619	201	3360	431024	431024	1	4804619
48	48184	4620	201	3360	250523	250523	1	4804620
48	48187	4621	201	3360	439470	439470	1	4804621
48	48186	4622	201	3360	415981	415981	1	4804622
48	48186	4623	201	3360	465033	465033	1	4804623
48	48184	4624	201	3360	398100	398100	1	4804624
48	48181	4625	201	3360	283348	283348	1	4804625
48	48170	4701	157	3360	435221	435221	1	4804701
48	48170	4702	157	3360	498361	498361	1	4804702
48	48190	4801	39	1145	305843	305843	1	4804801
48	48190	4802	39	1145	285364	285364	1	4804802
48	48190	4901	167	2920	340095	340095	1	4804901
48	48190	4902	167	2920	311838	311838	1	4804902
48	48200	5000	89	9999	237490	237490	1	4805000
48	48210	5100	21	640	179854	303252	0.5930843	4805100
48	48210	5100	149	9999	123398	303252	0.4069157	4805100
48	48210	5201	491	640	334994	334994	1	4805201
48	48210	5202	491	640	323803	323803	1	4805202
48	48221	5301	453	640	502968	502968	1	4805301
48	48221	5302	453	640	477351	477351	1	4805302
48	48222	5303	453	640	479832	479832	1	4805303
48	48221	5304	453	640	474105	474105	1	4805304
48	48222	5401	453	640	413274	413274	1	4805401
48	48222	5402	209	640	205924	205924	1	4805402
48	48200	5500	91	7240	334088	334088	1	4805500
48	48231	5601	29	7240	307020	307020	1	4805601
48	48231	5602	29	7240	340101	340101	1	4805602
48	48231	5603	29	7240	317847	317847	1	4805603
48	48231	5604	29	7240	363741	363741	1	4805604
48	48232	5605	29	7240	457073	457073	1	4805605
48	48233	5606	29	7240	517317	517317	1	4805606
48	48233	5607	29	7240	515904	515904	1	4805607
48	48232	5608	29	7240	324966	324966	1	4805608
48	48232	5609	29	7240	379739	379739	1	4805609
48	48232	5610	29	7240	230323	230323	1	4805610
48	48233	5611	29	7240	339576	339576	1	4805611
48	48200	5700	493	7240	64816	264102	0.24542033	4805700
48	48200	5700	13	9999	199286	264102	0.75457967	4805700
48	48240	5800	19	9999	322822	322822	1	4805800
48	48240	5900	127	9999	308762	308762	1	4805900
48	48240	6000	479	4080	386234	386234	1	4806000
48	48250	6100	7	9999	256580	256580	1	4806100
48	48200	6200	469	8750	168176	238252	0.705874452	4806200
48	48200	6200	57	9999	70076	238252	0.294125548	4806200
48	48250	6301	355	1880	365496	365496	1	4806301
48	48250	6301	273	9999	0	365496	0	4806301
48	48250	6302	355	1880	466862	466862	1	4806302
48	48250	6400	355	1880	206658	206658	1	4806400
48	48260	6500	47	9999	262162	262162	1	4806500
48	48270	6600	215	4880	212828	212828	1	4806600
48	48270	6701	215	4880	312900	312900	1	4806701
48	48270	6702	215	4880	269968	269968	1	4806702
48	48270	6703	215	4880	342538	342538	1	4806703
48	48270	6704	215	4880	305026	305026	1	4806704
48	48260	6800	61	1240	279444	279444	1	4806800
48	48260	6900	61	1240	391010	391010	1	4806900
49	49100	100	3	9999	353664	353664	1	4900100
49	49200	200	57	7160	393066	393066	1	4900200
49	49200	301	11	7160	334946	334946	1	4900301
49	49200	302	11	7160	243044	243044	1	4900302
49	49100	400	7	9999	293552	293552	1	4900400
49	49301	501	35	7160	543315	543315	1	4900501
49	49302	502	35	7160	277118	277118	1	4900502
49	49301	503	35	7160	388515	388515	1	4900503
49	49301	504	35	7160	395862	395862	1	4900504
49	49302	505	35	7160	339129	339129	1	4900505
49	49302	506	35	7160	295115	295115	1	4900506
49	49302	507	35	7160	371064	371064	1	4900507
49	49100	601	49	6520	320119	320119	1	4900601
49	49100	602	49	6520	210995	210995	1	4900602
49	49100	603	49	6520	309395	309395	1	4900603
49	49100	700	25	2620	12092	414222	0.029192076	4900700
49	49100	700	1	9999	402130	414222	0.970807924	4900700
50	50100	100	7	1305	508173	596667	0.851686116	5000100
50	50100	100	7	9999	88494	596667	0.148313884	5000100
50	50100	200	5	9999	431130	431130	1	5000200
50	50100	300	17	9999	389580	389580	1	5000300
50	50100	400	1	9999	409104	409104	1	5000400
51	51011	100	13	8840	378906	378906	1	5100100
51	51011	200	510	8840	256566	256566	1	5100200
51	51011	301	59	8840	508467	508467	1	5100301
51	51012	302	59	8840	376632	376632	1	5100302
51	51012	303	59	8840	492843	492843	1	5100303
51	51012	304	59	8840	403536	403536	1	5100304
51	51012	305	59	8840	642402	642402	1	5100305
51	51040	400	69	9999	235738	235738	1	5100400
51	51020	501	153	8840	326453	326453	1	5100501
51	51020	502	153	8840	402881	402881	1	5100502
51	51030	600	43	8840	537948	537948	1	5100600
51	51040	700	109	9999	404762	404762	1	5100700
51	51020	800	99	8840	218498	218498	1	5100800
51	51030	900	47	8840	287872	287872	1	5100900
51	51040	1000	3	1540	319152	319152	1	5101000
51	51100	1100	5	9999	387300	387300	1	5101100
51	51050	1200	760	6760	395580	395580	1	5101200
51	51050	1300	87	6760	524600	524600	1	5101300
51	51060	1400	41	6760	519806	519806	1	5101400
51	51050	1500	75	6760	251120	251120	1	5101500
51	51110	1600	770	6800	239316	239316	1	5101600
51	51110	1700	23	6800	232548	232548	1	5101700
51	51110	1800	9	4640	429822	429822	1	5101800
51	51060	1900	1	9999	325138	325138	1	5101900
51	51070	2000	700	5720	360300	360300	1	5102000
51	51070	2100	650	5720	292874	292874	1	5102100
51	51070	2200	73	5720	343900	343900	1	5102200
51	51060	2300	36	6760	301918	301918	1	5102300
51	51120	2400	63	9999	330292	330292	1	5102400
51	51120	2500	51	9999	228638	228638	1	5102500
51	51120	2600	169	3660	183746	249908	0.735254574	5102600
51	51120	2600	173	9999	66162	249908	0.264745426	5102600
51	51120	2700	21	9999	320090	320090	1	5102700
51	51080	2801	810	5720	359934	359934	1	5102801
51	51080	2802	810	5720	463455	463455	1	5102802
51	51080	2803	810	5720	452382	452382	1	5102803
51	51090	2900	710	5720	468806	468806	1	5102900
51	51090	3000	550	5720	398368	398368	1	5103000
51	51090	3100	93	5720	387940	387940	1	5103100
51	51100	3200	25	9999	252662	252662	1	5103200
51	51120	3300	67	9999	280078	280078	1	5103300
51	51100	3400	7	9999	270034	270034	1	5103400
51	51110	3500	143	1950	220312	220312	1	5103500
53	53010	100	73	860	333628	333628	1	5300100
53	53010	200	29	7600	143116	377228	0.379388593	5300200
53	53010	200	55	9999	234112	377228	0.620611407	5300200
53	53020	300	7	9999	344290	344290	1	5300300
53	53020	400	1	9999	320736	320736	1	5300400
53	53030	500	63	7840	391258	391258	1	5300500
53	53030	601	63	7840	280060	280060	1	5300601
53	53030	602	63	7840	277912	277912	1	5300602
53	53020	700	3	9999	245864	245864	1	5300700
53	53040	800	5	6740	383644	383644	1	5300800
53	53040	901	77	9260	251255	251255	1	5300901
53	53040	902	77	9260	355329	355329	1	5300902
53	53050	1001	61	7600	382075	382075	1	5301001
53	53050	1002	61	7600	355933	355933	1	5301002
53	53050	1003	61	7600	228459	228459	1	5301003
53	53050	1004	61	7600	237127	237127	1	5301004
53	53050	1005	61	7600	284099	284099	1	5301005
53	53100	1100	15	9999	251610	251610	1	5301100
53	53060	1201	67	5910	286520	286520	1	5301201
53	53060	1202	67	5910	315861	315861	1	5301202
53	53090	1300	53	8200	387112	387112	1	5301300
53	53090	1401	53	8200	346704	346704	1	5301401
53	53090	1402	53	8200	374622	374622	1	5301402
53	53090	1403	53	8200	266466	266466	1	5301403
53	53090	1404	53	8200	280385	280385	1	5301404
53	53060	1500	27	9999	313556	313556	1	5301500
53	53060	1600	9	9999	279766	279766	1	5301600
53	53010	1701	35	1150	282139	282139	1	5301701
53	53010	1702	35	1150	287287	287287	1	5301702
53	53070	1801	33	7600	380997	380997	1	5301801
53	53070	1802	33	7600	329091	329091	1	5301802
53	53070	1803	33	7600	311976	311976	1	5301803
53	53070	1804	33	7600	307788	307788	1	5301804
53	53070	1805	33	7600	360270	360270	1	5301805
53	53081	1900	33	7600	219138	219138	1	5301900
53	53081	2001	33	7600	278863	278863	1	5302001
53	53081	2002	33	7600	350956	350956	1	5302002
53	53081	2003	33	7600	250440	250440	1	5302003
53	53081	2004	33	7600	286632	286632	1	5302004
53	53081	2005	33	7600	274863	274863	1	5302005
53	53082	2006	33	7600	342675	342675	1	5302006
53	53082	2007	33	7600	344933	344933	1	5302007
53	53082	2008	33	7600	328600	328600	1	5302008
53	53082	2009	33	7600	333046	333046	1	5302009
53	53100	2101	11	6440	231589	231589	1	5302101
53	53100	2102	11	6440	249352	249352	1	5302102
53	53100	2200	11	6440	287120	287120	1	5302200
54	54100	100	9	8080	116228	317506	0.366065523	5400100
54	54100	100	51	9000	165892	317506	0.522484614	5400100
54	54100	100	103	9999	35386	317506	0.111449862	5400100
54	54100	200	17	9999	297484	297484	1	5400200
54	54100	300	61	9999	222400	222400	1	5400300
54	54200	400	57	1900	54156	424966	0.127436077	5400400
54	54200	400	3	8840	236190	424966	0.555785639	5400400
54	54200	400	23	9999	134620	424966	0.316778283	5400400
54	54200	500	1	9999	226650	226650	1	5400500
54	54100	600	107	6020	175972	344672	0.51054916	5400600
54	54100	600	13	9999	168700	344672	0.48945084	5400600
54	54300	700	11	3400	193568	245482	0.788522173	5400700
54	54300	700	53	9999	51914	245482	0.211477827	5400700
54	54300	800	39	1480	503324	575054	0.875263888	5400800
54	54300	800	5	9999	71730	575054	0.124736112	5400800
54	54200	900	19	9999	254888	254888	1	5400900
54	54300	1000	63	9999	213604	213604	1	5401000
54	54300	1100	47	9999	232034	232034	1	5401100
54	54300	1200	99	3400	85806	261948	0.32756883	5401200
54	54300	1200	43	9999	176142	261948	0.67243117	5401200
55	55100	100	31	2240	129861	542346	0.239443086	5500100
55	55100	100	3	9999	412485	542346	0.760556914	5500100
55	55200	200	9	3080	306939	306939	1	5500200
55	55200	300	9	3080	373395	373395	1	5500300
55	55100	400	109	5120	189465	668556	0.28339436	5500400
55	55100	400	5	9999	479091	668556	0.71660564	5500400
55	55100	500	17	2290	445011	445011	1	5500500
55	55300	600	1	9999	911730	911730	1	5500600
55	55400	700	93	5120	110412	570387	0.193573837	5500700
55	55400	700	11	9999	459975	570387	0.806426163	5500700
55	55400	800	43	9999	420255	420255	1	5500800
55	55400	900	63	3870	321360	321360	1	5500900
55	55500	1000	21	9999	580770	580770	1	5501000
55	55500	1100	25	4720	624162	624162	1	5501100
55	55500	1200	25	4720	655416	655416	1	5501200
55	55200	1300	29	9999	645423	645423	1	5501300
55	55600	1400	39	9999	757032	757032	1	5501400
55	55600	1500	15	460	1075095	1075095	1	5501500
55	55300	1600	73	8940	377502	377502	1	5501600
55	55700	1700	55	9999	503340	503340	1	5501700
55	55700	1800	59	3800	448731	448731	1	5501800
55	55700	1900	101	6600	566493	566493	1	5501900
55	55800	2001	79	5080	649608	649608	1	5502001
55	55800	2002	79	5080	582832	582832	1	5502002
55	55800	2003	79	5080	538340	538340	1	5502003
55	55800	2004	79	5080	617116	617116	1	5502004
55	55900	2101	79	5080	341376	341376	1	5502101
55	55900	2102	79	5080	688194	688194	1	5502102
55	55900	2201	133	5080	512089	512089	1	5502201
55	55900	2202	133	5080	323120	323120	1	5502202
55	55900	2203	133	5080	430754	430754	1	5502203
55	55900	2300	89	5080	599430	599430	1	5502300
55	55500	2400	105	3620	456921	456921	1	5502400
55	55200	2500	117	7620	337938	337938	1	5502500
56	56100	100	23	9999	243770	243770	1	5600100
56	56100	200	25	1350	133066	235952	0.563953685	5600200
56	56100	200	7	9999	102886	235952	0.436046315	5600200
56	56100	300	3	9999	280600	280600	1	5600300
56	56100	400	21	1580	163214	227242	0.718238706	5600400
56	56100	400	1	9999	64028	227242	0.281761294	5600400
72	72100	100	3	60	292848	292848	1	7200100
72	72100	200	27	470	148338	304986	0.486376424	7200200
72	72100	200	71	9999	156648	304986	0.513623576	7200200
72	72200	300	13	470	200262	200262	1	7200300
72	72200	400	17	7440	220126	220126	1	7200400
72	72200	500	51	7440	267712	267712	1	7200500
72	72300	600	33	7440	248312	248312	1	7200600
72	72200	700	47	7440	304331	304331	1	7200700
72	72300	801	21	7440	369972	369972	1	7200801
72	72300	802	21	7440	281615	281615	1	7200802
72	72300	900	61	7440	200106	200106	1	7200900
72	72400	1001	127	7440	306090	306090	1	7201001
72	72400	1002	127	7440	357852	357852	1	7201002
72	72400	1003	127	7440	313858	313858	1	7201003
72	72400	1004	127	7440	312906	312906	1	7201004
72	72500	1100	31	7440	372152	372152	1	7201100
72	72500	1200	29	7440	256468	256468	1	7201200
72	72500	1300	37	7440	205111	227059	0.903337899	7201300
72	72500	1300	49	9999	21948	227059	0.096662101	7201300
72	72600	1400	69	7440	259944	259944	1	7201400
72	72600	1500	129	1310	81994	226272	0.362369184	7201500
72	72600	1500	151	7440	78492	226272	0.346892236	7201500
72	72600	1500	95	9999	65786	226272	0.29073858	7201500
72	72700	1600	15	9999	264256	264256	1	7201600
72	72700	1700	75	6360	156888	200218	0.783585891	7201700
72	72700	1700	133	9999	43330	200218	0.216414109	7201700
72	72700	1800	113	6360	372950	372950	1	7201800
72	72800	1900	59	6360	192350	236126	0.814607455	7201900
72	72800	1900	55	9999	43776	236126	0.185392545	7201900
72	72800	2000	23	4840	219902	272424	0.807204945	7202000
72	72800	2000	79	9999	52522	272424	0.192795055	7202000
72	72100	2100	11	4840	286792	316326	0.906634295	7202100
72	72100	2100	117	9999	29534	316326	0.093365705	7202100
72	72800	2200	1	9999	230544	230544	1	7202200
72	72800	2300	19	9999	250436	250436	1	7202300
72	72600	2400	35	1310	180246	331300	0.544056746	7202400
72	72600	2400	7	7440	98068	331300	0.296009659	7202400
72	72600	2400	9	9999	52986	331300	0.159933595	7202400
72	72600	2500	25	1310	281004	281004	1	7202500
72	72600	2600	63	1310	73486	224942	0.326688658	7202600
72	72600	2600	139	7440	151456	224942	0.673311342	7202600
